time_index	season	holiday	workingday	weather	temp	atemp	humidity	windspeed	casual	registered	count
922	Fall	0	1	1	28.2	31.6	93	12.998	0	54	54
923	Fall	0	1	1	26	29.9	55	7.0015	1	3	4
924	Fall	0	1	1	25.4	29	20	7.0015	3	6	9
925	Fall	0	1	2	27.3	29.1	41	8.9981	1	1	2
927	Fall	0	1	1	33.3	36.2	67	0	95	3717	3812
928	Fall	0	1	1	34.4	38	67	16.9979	91	177	268
929	Fall	0	1	1	32.7	38	60	19.9995	239	600	839
930	Fall	0	1	1	30.8	36.1	70	23.9994	1	28	29
931	Fall	0	1	1	30	33.7	41	11.0014	11	300	311
932	Fall	0	1	2	28.6	32.9	82	11.0014	104	350	454
933	Fall	0	1	1	25.9	29.3	42	7.0015	2	4	6
934	Fall	0	1	1	26.8	31.3	68	7.0015	19	31	50
935	Fall	0	1	2	28	30.7	46	12.998	13	38	51
936	Fall	0	1	2	28.9	32.5	32	16.9979	888	2096	2984
938	Fall	0	1	2	31.9	34.3	76	16.9979	8	13	21
939	Fall	0	1	2	32.9	37	54	23.9994	41	179	220
940	Fall	0	1	3	27.1	29.9	53	30.0026	1	27	28
941	Fall	0	1	1	27.8	31.4	75	11.0014	16	135	151
942	Fall	0	1	2	27.2	31	48	6.0032	7	61	68
943	Fall	0	0	1	27.9	32.8	60	16.9979	82	126	208
944	Fall	0	0	1	35.2	38.4	67	6.0032	4	29	33
945	Fall	0	0	1	31.6	35.1	49	11.0014	251	3456	3707
946	Fall	0	0	1	29.4	34.1	52	11.0014	20	50	70
947	Fall	0	0	1	28.4	30.3	42	6.0032	67	250	317
948	Fall	0	0	1	28.7	33.7	33	6.0032	10	23	33
949	Fall	0	0	1	25.4	27.8	52	6.0032	280	5715	5995
950	Fall	0	0	1	29.9	32.8	62	6.0032	34	960	994
951	Fall	0	0	1	26.8	29.4	58	0	45	339	384
952	Fall	0	0	1	30.4	36.2	46	6.0032	44	122	166
953	Fall	0	0	1	32.1	37.9	70	12.998	1184	6404	7588
954	Fall	0	0	1	34.7	38.9	67	19.9995	1068	13284	14352
955	Fall	0	0	1	34.5	40.8	50	19.0012	194	1215	1409
956	Fall	0	0	1	35.7	39	61	15.0013	29	176	205
957	Fall	0	0	1	34.5	40.1	37	19.0012	14	100	114
958	Fall	0	0	1	29.4	33.1	69	16.9979	19	40	59
959	Fall	0	0	1	30.8	35	78	15.0013	27	146	173
960	Fall	0	0	1	30.1	33.7	54	16.9979	70	168	238
961	Fall	0	1	1	29.5	34.5	28	19.0012	1	2	3
962	Fall	0	1	1	28.1	31.3	53	11.0014	0	2	2
963	Fall	0	1	1	36.1	39.9	53	16.9979	1	5	6
964	Fall	0	1	1	35.7	39.9	79	27.9993	13	74	87
965	Fall	0	1	1	35.9	39.8	39	26.0027	42	82	124
966	Fall	0	1	1	28.9	33.3	36	8.9981	15	49	64
967	Fall	0	1	1	27.7	31.3	48	8.9981	5	10	15
968	Fall	0	1	1	29.7	34.1	50	7.0015	11	32	43
969	Fall	0	1	1	27.4	31.3	88	11.0014	0	2	2
970	Fall	0	1	1	31.2	34.5	63	32.9975	8	660	668
971	Fall	0	1	1	37.5	42.5	69	19.9995	31	353	384
972	Fall	0	1	1	36.1	38.2	55	19.0012	150	229	379
973	Fall	0	1	1	34.5	36.3	49	19.9995	3	30	33
974	Fall	0	1	1	34.3	37.8	66	7.0015	38	365	403
975	Fall	0	1	1	29.8	34.8	53	0	1	97	98
976	Fall	0	1	1	30.2	34.5	62	12.998	30	97	127
977	Fall	0	1	1	30.7	35.6	54	11.0014	5968	9401	15369
978	Fall	0	1	1	32.4	37.4	52	16.9979	141	1424	1565
979	Fall	0	1	1	34.5	38.4	57	11.0014	107	290	397
980	Fall	0	1	3	25.8	29.5	42	8.9981	4	48	52
981	Fall	0	1	1	31.1	34.5	37	8.9981	248	1245	1493
982	Fall	0	1	1	27	29.9	72	16.9979	30	58	88
983	Fall	0	1	1	24.3	27.5	33	16.9979	2	52	54
984	Fall	0	1	1	25.7	29.8	76	16.9979	71	138	209
985	Fall	0	1	1	28.6	33.8	52	19.0012	256	453	709
986	Fall	0	1	1	31.1	35.4	54	16.9979	5	23	28
987	Fall	0	1	1	30.1	34	66	19.9995	2	4	6
988	Fall	0	1	1	26.8	29.9	83	6.0032	93	242	335
989	Fall	0	1	1	26.8	31.3	59	16.9979	91	583	674
990	Fall	0	1	1	23.4	27.4	66	11.0014	2	4	6
991	Fall	0	1	1	27.2	30.7	52	7.0015	146	472	618
992	Fall	0	1	1	24.6	28.5	65	16.9979	0	26	26
993	Fall	0	1	1	30.1	33.3	17	12.998	8	345	353
994	Fall	0	1	1	27.2	31.8	56	12.998	73	117	190
995	Fall	0	1	1	30	32.2	19	11.0014	11	29	40
996	Fall	0	1	1	30.5	33.9	75	12.998	3	47	50
997	Fall	0	1	1	29.8	32.7	80	16.9979	909	3044	3953
998	Fall	0	1	1	28.8	32.2	41	15.0013	204	4415	4619
999	Fall	0	0	1	25.4	29.6	92	12.998	314	491	805
1000	Fall	0	0	1	24.8	26.4	53	6.0032	1	8	9
1001	Fall	0	0	1	24.3	26.6	34	6.0032	3	21	24
1002	Fall	0	0	1	27.9	31.4	80	11.0014	7	12	19
1003	Fall	0	0	1	29	34.8	30	15.0013	1140	2155	3295
1004	Fall	0	0	1	32.2	36.6	63	12.998	38	308	346
1005	Fall	0	0	1	28.6	32.8	71	15.0013	2332	4115	6447
1006	Fall	0	0	1	29.5	35.4	31	15.0013	7	13	20
1007	Fall	0	0	1	28.2	31.7	51	15.0013	11	128	139
1008	Fall	0	0	1	25.5	28.3	48	15.0013	0	11	11
1009	Fall	0	0	1	25.2	29.3	61	11.0014	0	3	3
1010	Fall	0	0	1	34.8	41.3	54	19.9995	124	305	429
1011	Fall	0	0	1	31.7	37.7	50	19.9995	419	9878	10297
1012	Fall	0	0	1	30.9	36.9	50	19.0012	132	588	720
1013	Fall	0	1	1	27.7	31.6	77	15.0013	19	45	64
1014	Fall	0	1	1	27.8	31.3	81	15.0013	4	12	16
1015	Fall	0	1	1	32.8	37.8	73	6.0032	806	3107	3913
1016	Fall	0	1	1	33	37.9	82	12.998	62	106	168
1017	Fall	0	1	1	34.1	37.2	51	16.9979	1	13	14
1018	Fall	0	1	1	34.8	39	57	22.0028	5	9	14
1019	Fall	0	1	1	34.8	38.8	75	19.0012	202	1704	1906
1020	Fall	0	1	1	35.5	38.6	71	22.0028	46	138	184
1021	Fall	0	1	1	34.9	38.6	47	23.9994	2428	12052	14480
1022	Fall	0	1	1	31.1	33.7	77	12.998	143	872	1015
1023	Fall	0	1	1	30.9	33.8	57	15.0013	32	57	89
1024	Fall	0	1	1	33.2	37	55	0	11	624	635
1025	Fall	0	1	1	34.9	37.6	41	6.0032	47	115	162
1026	Fall	0	1	1	36.9	42.4	24	19.9995	6	25	31
1027	Fall	0	1	1	31.6	35.5	74	8.9981	169	1572	1741
1028	Fall	0	1	1	28.8	32.9	75	0	186	3924	4110
1029	Fall	0	1	3	29	33	44	11.0014	29	120	149
1030	Fall	0	1	1	30.1	33.7	66	12.998	12	19	31
1031	Fall	0	1	1	30	33.5	45	7.0015	6	34	40
1032	Fall	0	1	1	26.4	32.1	81	6.0032	130	1188	1318
1033	Fall	0	1	1	33.2	36.7	59	0	33	77	110
1034	Fall	0	1	1	35.7	39.9	39	11.0014	3	32	35
1035	Fall	0	1	1	35.8	42.3	45	0	107	701	808
1036	Fall	0	1	1	36.8	42	32	0	37	205	242
1037	Fall	0	1	1	30.8	35.8	85	19.9995	100	957	1057
1039	Fall	0	1	1	29.5	34.2	54	15.0013	3195	5689	8884
1040	Fall	0	1	1	26.5	30.8	76	0	9	19	28
1041	Fall	0	1	1	28.2	31.4	76	7.0015	39	61	100
1042	Fall	0	1	1	28.6	32.1	74	0	136	357	493
1043	Fall	0	1	1	25.5	28.9	30	8.9981	5	12	17
1044	Fall	0	1	1	26.7	30	52	7.0015	76	180	256
1045	Fall	0	1	1	31.5	36.2	25	19.0012	1	5	6
1046	Fall	0	1	1	31.6	34.1	50	19.0012	13	79	92
1048	Fall	0	1	1	35.4	39	78	19.0012	16	988	1004
1049	Fall	0	1	1	38	40.6	45	19.0012	92	245	337
1050	Fall	0	1	2	33.9	37.8	57	16.9979	8	30	38
1051	Fall	0	1	2	34.3	38.2	51	11.0014	1	2	3
1052	Fall	0	1	2	31.3	35	16	11.0014	2	2	4
1053	Fall	0	1	3	29.4	33.1	72	32.9975	6	38	44
1054	Fall	0	1	2	29.6	33.3	32	11.0014	323	601	924
1055	Fall	0	1	3	30.5	35.1	72	6.0032	90	256	346
1056	Fall	0	1	2	28.3	35	73	0	220	500	720
1057	Fall	0	1	3	28.1	32.1	69	7.0015	233	453	686
1058	Fall	0	1	2	30.9	36.8	30	6.0032	7	13	20
1059	Fall	0	1	2	26.6	31	36	6.0032	1	24	25
1060	Fall	0	1	3	27.5	29.3	46	6.0032	1	19	20
1061	Fall	0	1	2	27.1	30.7	80	0	1	2	3
1062	Fall	0	1	1	30.3	35	56	0	542	877	1419
1063	Fall	0	1	1	31.9	35.9	22	22.0028	5	12	17
1064	Fall	0	1	1	29.6	32.4	34	19.9995	12	2061	2073
1065	Fall	0	1	2	27.6	30.3	71	12.998	1430	2494	3924
1066	Fall	0	1	2	30.7	31.6	67	12.998	1283	1973	3256
1067	Fall	0	1	1	28	32.9	80	7.0015	24	60	84
1068	Fall	0	1	1	26.4	30.4	19	7.0015	116	198	314
1069	Fall	0	1	1	26.3	28.8	82	6.0032	4	9	13
1070	Fall	0	1	1	25.5	30.5	71	8.9981	1	1	2
1071	Fall	0	1	1	26.3	32	53	8.9981	58	274	332
1072	Fall	0	1	1	30.1	33.3	64	16.9979	10	62	72
1073	Fall	0	1	1	30.2	33.5	63	15.0013	409	1883	2292
1074	Fall	0	1	1	29.5	32.1	63	12.998	4	32	36
1076	Fall	0	0	2	25.4	28.4	40	11.0014	0	2	2
1077	Fall	0	0	1	26.2	31.3	45	6.0032	0	2	2
1078	Fall	0	0	1	31.2	35.1	50	15.0013	61	488	549
1079	Fall	0	0	1	31.8	35.5	41	15.0013	59	95	154
1080	Fall	0	0	2	34.1	40.1	48	22.0028	53	243	296
1081	Fall	0	0	1	34.4	38.5	23	16.9979	1	1	2
1082	Fall	0	0	2	29	32.7	42	30.0026	0	46	46
1083	Fall	0	0	3	29.2	33.5	42	19.0012	15	23	38
1084	Fall	0	0	2	28.8	32.1	84	22.0028	74	338	412
1085	Fall	0	0	2	29.9	35.1	70	8.9981	4	16	20
1086	Fall	0	0	1	29.9	33.9	68	12.998	0	2	2
1087	Fall	0	0	1	30.5	34.3	36	7.0015	37	144	181
1088	Fall	0	0	1	36.8	41.5	39	19.9995	32	62	94
1089	Fall	0	0	1	34.5	38.2	68	12.998	1	6	7
1090	Fall	0	0	3	31.2	35.4	69	43.0006	270	922	1192
1091	Fall	0	0	1	29.2	32.1	55	7.0015	8	16	24
1092	Fall	0	1	1	29.9	32.8	31	22.0028	15	23	38
1093	Fall	0	1	1	32.4	36.9	31	26.0027	21	66	87
1094	Fall	0	1	1	33	38.8	49	23.9994	36	60	96
1095	Fall	0	1	1	35.2	40.1	24	19.0012	19	135	154
1096	Fall	0	1	1	35.6	38.7	14	7.0015	77	450	527
1097	Fall	0	1	1	32.3	35.9	45	7.0015	89	228	317
1098	Fall	0	1	1	29.5	33.8	59	0	4	14	18
1099	Fall	0	1	1	31.5	35.2	44	0	0	2	2
1100	Fall	0	1	1	29.6	32.5	38	0	11	206	217
1101	Fall	0	1	1	31.5	34.7	59	7.0015	228	474	702
1102	Fall	0	1	1	30.5	34.4	51	0	4	355	359
1103	Fall	0	1	2	33.1	39.6	38	8.9981	155	1048	1203
1104	Fall	0	1	1	32.3	35.9	38	12.998	120	264	384
1105	Fall	0	1	1	35.9	40.8	62	11.0014	6	69	75
1106	Fall	0	1	1	29.9	33.4	19	16.9979	1	21	22
1107	Fall	0	1	1	30.4	33.9	73	11.0014	3	14	17
1108	Fall	0	1	1	27.2	31.9	55	11.0014	0	1	1
1109	Fall	0	1	1	33.6	37.3	41	15.0013	58	93	151
1110	Fall	0	1	1	35	39.1	37	26.0027	21	89	110
1111	Fall	0	1	1	31.9	36.3	59	19.9995	108	192	300
1112	Fall	0	1	1	34.5	37.7	43	22.0028	9	21	30
1113	Fall	0	1	1	35.9	40.1	40	22.0028	115	1701	1816
1114	Fall	0	1	1	36	40	50	19.9995	19	109	128
1115	Fall	0	1	1	35	39.2	46	19.9995	17	36	53
1116	Fall	0	1	1	31.8	34.6	30	0	81	167	248
1117	Fall	0	1	1	30	33.1	45	8.9981	13	63	76
1118	Fall	0	1	1	24.2	29.2	44	11.0014	70	161	231
1119	Fall	0	1	1	26.9	30.8	74	8.9981	51	261	312
1120	Fall	0	1	1	31	35.1	76	16.9979	41	123	164
1121	Fall	0	1	1	31	36	93	6.0032	1825	10936	12761
1122	Fall	0	1	1	25.7	28.4	76	11.0014	291	487	778
1123	Fall	0	1	1	24.5	28	77	8.9981	7	17	24
1124	Fall	0	1	1	23.9	28.4	54	8.9981	21	145	166
1125	Fall	0	1	1	33.3	36.5	56	0	464	842	1306
1126	Fall	0	1	1	29.9	31.8	28	19.9995	526	1198	1724
1128	Fall	0	0	2	27.2	32.2	61	6.0032	3	73	76
1129	Fall	0	0	2	28.4	32.6	64	11.0014	1	4	5
1130	Fall	0	0	2	29.6	33.2	42	15.0013	156	527	683
1131	Fall	0	0	2	29	33.3	90	22.0028	6	12	18
1132	Fall	0	0	1	30.2	32.6	51	16.9979	270	698	968
1133	Fall	0	0	2	30.5	33.5	60	19.0012	2	97	99
1134	Fall	0	0	1	28.5	31.3	66	15.0013	13	37	50
1135	Fall	0	0	2	26.8	31.5	46	19.0012	59	263	322
1136	Fall	0	0	2	27	30.9	41	15.0013	6	40	46
1137	Fall	0	0	2	27.9	31.6	78	26.0027	338	863	1201
1138	Fall	0	0	2	29	31.1	63	26.0027	997	2767	3764
1139	Fall	0	0	3	27.2	32.4	50	19.9995	3	15	18
1140	Fall	0	0	2	25.6	29.9	75	19.0012	14	23	37
1141	Fall	0	0	3	27.8	30.9	54	19.0012	8	104	112
1142	Fall	0	0	1	29.6	31.9	33	12.998	484	978	1462
1143	Fall	0	0	1	31.5	35.4	76	8.9981	794	1841	2635
1144	Fall	0	0	1	29.7	33.2	25	11.0014	5	28	33
1145	Fall	0	0	3	25.1	29.4	33	32.9975	4	75	79
1146	Fall	0	0	3	22.5	25	45	0	13	43	56
1147	Fall	0	1	1	24.8	28.1	66	12.998	1	1	2
1148	Fall	0	1	2	23	26.1	57	12.998	0	5	5
1149	Fall	0	1	1	24.8	30.9	34	16.9979	15	36	51
1150	Fall	0	1	1	21.9	22.9	14	16.9979	26	48	74
1151	Fall	0	1	1	26.5	30.7	49	22.0028	33	134	167
1152	Fall	0	1	1	27.2	31.3	51	22.0028	297	10513	10810
1153	Fall	0	1	1	29.9	32.9	16	19.0012	86	763	849
1154	Fall	0	1	1	29.7	35.1	68	22.0028	394	1058	1452
1155	Fall	0	1	1	25.4	29.2	56	11.0014	1	3	4
1156	Fall	0	1	1	28.2	32.3	32	30.0026	120	1172	1292
1157	Fall	0	1	1	28.4	31.8	65	19.0012	30	115	145
1158	Fall	0	1	1	31	36	55	22.0028	467	1129	1596
1160	Fall	0	1	1	28.9	33.2	58	0	24	118	142
1161	Fall	0	1	1	27.7	32.1	48	8.9981	7	141	148
1162	Fall	0	1	1	26.1	31.3	72	6.0032	4	146	150
1163	Fall	0	1	1	24.3	26.9	16	11.0014	12	112	124
1164	Fall	0	1	1	26.4	29.6	30	0	1	10	11
1165	Fall	0	1	1	26.6	31.3	44	0	15	65	80
1166	Fall	0	1	1	25	28.6	68	0	2	6	8
1167	Fall	0	1	1	32.7	36	55	8.9981	846	1552	2398
1168	Fall	0	1	1	30.8	37.3	38	16.9979	68	383	451
1169	Fall	0	1	1	29	32.2	59	15.0013	38	174	212
1170	Fall	0	1	1	26.4	30.4	52	19.0012	21	414	435
1171	Fall	0	1	1	27.4	31.2	92	15.0013	9	62	71
1172	Fall	0	1	1	25.4	29.7	44	15.0013	24	177	201
1173	Fall	0	1	1	24.7	29.5	46	19.0012	342	3928	4270
1174	Fall	0	1	1	31.3	35.6	45	16.9979	3	9	12
1175	Fall	0	1	1	34.2	38.7	38	19.0012	4	8	12
1176	Fall	0	1	1	31.3	35.2	69	23.9994	149	735	884
1177	Fall	0	1	1	26.6	29.9	64	7.0015	43	106	149
1178	Fall	0	1	1	27.4	31.8	56	7.0015	1687	3836	5523
1179	Fall	0	1	3	26.5	29.6	73	12.998	31	237	268
1180	Fall	0	1	1	26	28.6	55	0	6	11	17
1181	Fall	0	1	1	32.3	35.2	68	7.0015	11	39	50
1182	Fall	0	1	1	25.2	29.9	79	8.9981	26	44	70
1183	Fall	0	1	2	24.6	28.3	69	6.0032	15	42	57
1184	Fall	0	1	1	23.3	28.2	76	7.0015	48	129	177
1185	Fall	0	1	1	25.4	29.8	56	6.0032	7	12	19
1186	Fall	0	1	1	27.9	31.5	92	8.9981	17	124	141
1187	Fall	0	1	3	28.9	34	57	16.9979	18	139	157
1188	Fall	0	1	1	30.2	33.1	16	12.998	496	2728	3224
1189	Fall	0	1	1	30.8	33.2	64	16.9979	111	224	335
1190	Fall	0	1	1	27.6	31.6	51	15.0013	37	305	342
1191	Fall	0	1	1	28.4	32.6	55	12.998	7	79	86
1192	Fall	0	1	3	24.1	28	60	7.0015	3	8	11
1193	Fall	0	1	1	24.9	28.2	58	6.0032	1	1	2
1194	Fall	0	1	1	24.2	25.8	23	7.0015	10	108	118
1195	Fall	0	1	2	28.9	31.4	56	8.9981	5	49	54
1196	Fall	0	1	2	27.3	30.3	61	11.0014	23	60	83
1197	Fall	0	1	1	27.2	29.6	10	8.9981	54	102	156
1198	Fall	0	0	2	27.6	30.4	53	16.9979	9	871	880
1199	Fall	0	0	3	27.3	31.7	63	19.0012	25	79	104
1200	Fall	0	0	2	29.8	34	36	11.0014	414	1003	1417
1201	Fall	0	0	1	28.9	34.9	88	15.0013	283	496	779
1202	Fall	0	0	1	28.3	32	59	11.0014	2	22	24
1203	Fall	0	0	1	27.5	31.6	85	8.9981	17	41	58
1204	Fall	0	0	1	25.7	28.9	58	12.998	39	162	201
1205	Fall	0	0	1	26	29.7	33	11.0014	0	4	4
1206	Fall	0	0	1	27.3	30.7	69	12.998	37	98	135
1207	Fall	0	0	1	32.9	38.5	35	15.0013	44	73	117
1208	Fall	0	0	1	30.4	34.8	88	12.998	26	40	66
1209	Fall	1	0	2	27.3	29.7	71	19.9995	1	5	6
1210	Fall	1	0	2	27.7	32.2	72	19.0012	1	14	15
1211	Fall	1	0	1	26.8	30	63	11.0014	2	9	11
1212	Fall	1	0	2	30.1	33.3	21	12.998	6	10	16
1213	Fall	1	0	1	30.5	34.8	50	11.0014	10	51	61
1214	Fall	1	0	3	28	30.8	38	7.0015	26	123	149
1215	Fall	1	0	3	28.2	33.5	56	16.9979	154	453	607
1216	Fall	1	0	2	27.1	33	34	19.9995	1	1	2
1217	Fall	1	0	2	25.2	28.6	37	39.0007	147	412	559
1218	Fall	1	0	3	23.8	27.8	40	26.0027	0	2	2
1219	Fall	0	1	3	22.7	27.1	41	19.9995	0	6	6
1220	Fall	0	1	2	22.6	24.5	32	23.9994	19	367	386
1221	Fall	0	1	3	22.6	26.9	59	26.0027	67	170	237
1222	Fall	0	1	3	21.4	24.9	45	26.0027	6	14	20
1223	Fall	0	1	3	22.5	27.2	69	19.9995	2	17	19
1224	Fall	0	1	3	22.6	25.4	71	26.0027	9	35	44
1225	Fall	0	1	3	23.4	26.9	60	26.0027	20	109	129
1226	Fall	0	1	2	21.5	25.6	82	26.0027	569	1562	2131
1227	Fall	0	1	2	22.1	24.1	51	26.0027	35	976	1011
1228	Fall	0	1	3	22.4	25.4	70	16.9979	10	14	24
1229	Fall	0	1	3	23.2	26.7	17	8.9981	1	2	3
1230	Fall	0	1	3	23.2	27.4	39	11.0014	1	27	28
1231	Fall	0	1	3	25.3	28.1	71	8.9981	1	3	4
1232	Fall	0	1	3	23.4	27.5	78	0	0	1	1
1233	Fall	0	1	1	25.1	28.5	84	0	12	81	93
1234	Fall	0	1	3	26.9	30.9	8	0	23	81	104
1235	Fall	0	1	3	27.7	30.6	54	0	5	98	103
1236	Fall	0	1	2	25.4	26.8	46	0	344	598	942
1237	Fall	0	1	3	25.3	29.2	49	12.998	102	176	278
1238	Fall	0	1	3	24.3	28.6	75	7.0015	1	2	3
1240	Fall	0	1	3	25.3	28.1	49	8.9981	2	36	38
1241	Fall	0	1	3	24.7	27.4	41	19.0012	85	239	324
1242	Fall	0	1	3	26.3	30.8	41	23.9994	26	41	67
1243	Fall	0	1	3	25.1	30.1	63	22.0028	20	68	88
1244	Fall	0	1	3	26.2	28.5	53	6.0032	6	21	27
1245	Fall	0	1	3	26.2	30.6	90	6.0032	7	18	25
1246	Fall	0	1	2	25.9	30.9	61	16.9979	5	23	28
1247	Fall	0	1	2	26.6	29.6	93	8.9981	11	692	703
1248	Fall	0	1	2	25.5	27.7	43	0	102	265	367
1249	Fall	0	1	1	29.2	33.9	65	6.0032	147	1182	1329
1250	Fall	0	1	1	30.6	34.7	57	8.9981	78	252	330
1251	Fall	0	0	2	23.7	26.6	21	0	28	165	193
1252	Fall	0	0	1	21.8	25.8	70	8.9981	27	61	88
1253	Fall	0	0	1	24.6	28.8	57	6.0032	32	136	168
1254	Fall	0	0	1	24	27.4	84	8.9981	6	21	27
1255	Fall	0	0	1	28.8	31.5	24	16.9979	131	787	918
1257	Fall	0	0	1	31.8	35.3	23	19.0012	738	1764	2502
1258	Fall	0	0	1	30.3	33	63	19.0012	41	164	205
1259	Fall	0	0	1	29.7	33	78	15.0013	1942	5452	7394
1260	Fall	0	0	1	29.1	32.9	75	12.998	34	137	171
1261	Fall	0	0	1	29.4	32.7	67	0	17	42	59
1262	Fall	0	0	2	24.7	28.1	77	12.998	3	38	41
1263	Fall	0	0	1	25.7	29.8	47	8.9981	1	14	15
1264	Fall	0	0	1	24.3	28.5	75	8.9981	8	13	21
1265	Fall	0	0	1	25.3	29.5	64	0	13	21	34
1266	Fall	0	0	1	27.7	30.1	62	0	555	1219	1774
1267	Fall	0	0	1	27.9	31.6	44	0	62	162	224
1268	Fall	0	0	1	30.5	35.6	49	19.9995	205	913	1118
1269	Fall	0	0	1	29.8	33.6	28	8.9981	10	24	34
1270	Fall	0	0	1	26.3	29.2	64	7.0015	49	109	158
1271	Fall	0	0	1	25.2	28	73	0	9	16	25
1272	Fall	0	1	1	24	27.7	60	0	4	6	10
1273	Fall	0	1	1	28	31.6	79	12.998	3	671	674
1274	Fall	0	1	1	29.6	33.4	37	0	197	407	604
1275	Fall	0	1	1	24.2	29	33	11.0014	52	85	137
1276	Fall	0	1	1	26.3	30.3	78	7.0015	16	61	77
1277	Fall	0	1	1	25.1	27.9	20	7.0015	2	13	15
1278	Fall	0	1	1	24.7	28	92	0	1	1	2
1279	Fall	0	1	1	25.3	27.6	22	7.0015	475	3869	4344
1280	Fall	0	1	1	25.9	29.2	30	6.0032	7	26	33
1281	Fall	0	1	1	28.5	32.1	56	8.9981	8	182	190
1282	Fall	0	1	1	29.8	33.3	36	15.0013	20	44	64
1283	Fall	0	1	1	31.8	35.8	51	19.0012	22	66	88
1284	Fall	0	1	1	31	36.7	53	22.0028	81	131	212
1285	Fall	0	1	1	27.5	31.8	57	11.0014	6	32	38
1286	Fall	0	1	1	26.4	29.4	73	8.9981	3	12	15
1287	Fall	0	1	1	25.7	29	42	6.0032	22	77	99
1288	Fall	0	1	1	24	27.5	59	0	6	15	21
1289	Fall	0	1	1	23.9	30.4	44	6.0032	8	25	33
1290	Fall	0	1	1	23.1	26	55	7.0015	3	696	699
1291	Fall	0	1	1	28.8	32.6	59	11.0014	27	187	214
1292	Fall	0	1	1	32.9	37.2	54	15.0013	29	161	190
1293	Fall	0	1	1	32.7	36.1	52	16.9979	3	6	9
1294	Fall	0	1	1	32.4	36.6	62	19.0012	26	48	74
1295	Fall	0	1	1	30.9	36.3	55	19.0012	0	35	35
1296	Fall	0	1	1	29	33.6	48	11.0014	118	5341	5459
1297	Fall	0	1	2	26.8	29.8	66	7.0015	610	1074	1684
1298	Fall	0	1	1	26.2	28.6	41	11.0014	14	55	69
1299	Fall	0	1	1	23.9	28.7	82	7.0015	3	20	23
1300	Fall	0	1	2	26.4	30.6	90	23.9994	111	344	455
1301	Fall	0	1	2	28.4	31.6	33	8.9981	38	315	353
1302	Fall	0	1	2	24.1	27.9	19	27.9993	2	56	58
1303	Fall	0	1	2	23.4	26	50	31.0009	372	783	1155
1304	Fall	0	1	1	17.1	20.9	70	19.0012	75	132	207
1305	Fall	0	1	1	18.1	20.6	22	12.998	7	17	24
1306	Fall	0	1	1	16.7	17.9	82	15.0013	7	133	140
1307	Fall	0	1	1	20.3	22.9	34	16.9979	68	1242	1310
1308	Fall	0	1	2	22.9	23.6	56	15.0013	266	1340	1606
1309	Fall	0	1	2	20.1	24.6	51	11.0014	8	78	86
1310	Fall	0	1	2	21.1	25.1	26	0	114	353	467
1311	Fall	0	1	1	20.1	23	45	0	22	422	444
1312	Fall	0	0	1	20.1	24.7	73	11.0014	1	1	2
1313	Fall	0	0	1	19.9	23.6	17	7.0015	12	217	229
1314	Fall	0	0	1	17.9	21.5	27	6.0032	3	10	13
1315	Fall	0	0	1	18.5	22.2	50	8.9981	1	13	14
1316	Fall	0	0	2	19.5	23.8	51	12.998	8	20	28
1317	Fall	0	0	2	18.9	20.8	34	16.9979	65	147	212
1318	Fall	0	0	2	19.7	21.8	48	19.0012	91	427	518
1319	Fall	0	0	2	21.1	25.7	51	15.0013	6	22	28
1320	Fall	0	0	2	21	24.7	82	12.998	5	15	20
1321	Fall	0	0	1	19.9	23.8	53	15.0013	41	334	375
1322	Fall	0	0	1	18.4	22.9	54	11.0014	44	4720	4764
1323	Fall	0	0	1	19.2	22	50	15.0013	4	52	56
1324	Fall	0	0	1	18.4	20.8	39	16.9979	107	400	507
1325	Fall	0	0	1	17.5	21.2	53	12.998	3	23	26
1326	Fall	0	0	1	17.2	20.7	72	15.0013	0	1	1
1327	Fall	0	0	1	18.7	23	58	16.9979	0	83	83
1328	Fall	0	0	1	22.1	26.3	51	15.0013	17	68	85
1329	Fall	0	0	2	23.4	27.1	39	7.0015	5	29	34
1330	Fall	0	0	1	23.7	27	63	12.998	56	91	147
1331	Fall	0	1	2	21	25.2	52	11.0014	3	34	37
1332	Fall	0	1	2	21.4	24.1	65	7.0015	0	3	3
1333	Fall	0	1	2	20.3	22.5	46	8.9981	43	192	235
1334	Fall	0	1	2	21.7	25.1	87	8.9981	2	4	6
1335	Fall	0	1	2	20.2	22.3	95	12.998	1	3	4
1336	Fall	0	1	2	21.3	26.2	60	15.0013	9	156	165
1337	Fall	0	1	2	23.3	25.9	65	11.0014	16	101	117
1338	Fall	0	1	2	23.6	27.4	48	6.0032	1678	3059	4737
1339	Fall	0	1	2	24.1	28.6	69	0	5	70	75
1340	Fall	0	1	2	25.4	29	43	12.998	126	805	931
1341	Fall	0	1	2	24.6	28.6	30	8.9981	4	47	51
1342	Fall	0	1	2	23.5	28.3	56	11.0014	6	14	20
1343	Win	0	0	1	20.7	24.9	57	26.0027	189	455	644
1344	Win	0	0	2	17.4	20.6	24	19.9995	1	4	5
1345	Win	0	0	1	15.9	20.1	62	22.0028	192	448	640
1346	Win	0	0	2	18	21.2	50	16.9979	15	106	121
1347	Win	0	0	2	17.7	21.3	42	19.0012	18	280	298
1348	Win	0	0	2	15.9	19.1	59	19.9995	1	17	18
1349	Win	0	0	3	15.1	19.5	71	12.998	68	135	203
